Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Checkout Blocks Rule Trigger (product.metafields.checkoutblocks.trigger),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Play vehicle propulsion (product.metafields.shopify.play-vehicle-propulsion),Recommended age group (product.metafields.shopify.recommended-age-group),Skill level (product.metafields.shopify.skill-level),Suitable space (product.metafields.shopify.suitable-space),Toy figure features (product.metafields.shopify.toy-figure-features),Toy/Game material (product.metafields.shopify.toy-game-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/MedicomMafex085JohnWickChapter2ActionFigure16cmGiftBirthdayToys6.webp?v=1761115295,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/JohnWick_Chapter2MafexNo.085ActionFigureWithDog_GunsBoxGiftsToys0_1.webp?v=1761115295,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/MedicomMafex085JohnWickChapter2ActionFigure16cmGiftBirthdayToys7.webp?v=1761115295,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/MedicomMafex085JohnWickChapter2ActionFigure16cmGiftBirthdayToys5.webp?v=1761115295,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/MedicomMafex085JohnWickChapter2ActionFigure16cmGiftBirthdayToys2.webp?v=1761115296,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/MedicomMafex085JohnWickChapter2ActionFigure16cmGiftBirthdayToys3.webp?v=1761115295,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/MedicomMafex085JohnWickChapter2ActionFigure16cmGiftBirthdayToys4.webp?v=1761115296,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/MedicomMafex085JohnWickChapter2ActionFigure16cmGiftBirthdayToys1.webp?v=1761115295,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-wick-chapter-2-maf-no-085-action-figure-with-dog-mafex-replica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/MedicomMafex085JohnWickChapter2ActionFigure16cmGiftBirthdayToys0.webp?v=1761115296,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
euro-speed-mclaren-solus-gt,Euro Speed McLaren Solus GT,"<p><span><strong>Futuristic design meets diecast precision</strong> This Hot Wheels Premium McLaren Solus GT captures the essence of cutting-edge speed and style in a compact 1:64 scale format</span></p>
<p><span>🏎️ Detailed orange Solus GT with aerodynamic styling 🛞 Real Riders wheels and metal body construction 📦 Factory-sealed box from the Car Culture Series L Case 🎯 Ideal for collectors, McLaren fans, and diecast enthusiasts</span></p>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 Scale Hot Wheels, Car Culture Series 4/5, Collector’s Edition Hot Wheels, Diecast Hypercar, Hot Wheels Car Culture L Case, Hot Wheels Euro Speed, Hot Wheels McLaren Solus GT, Hot Wheels Premium 2025, McLaren Solus GT FPY86, McLaren Toy Car, Orange McLaren Diecast, Real Riders McLaren",true,Title,Default Title,,,,,,,,,200.0,shopify,1,deny,manual,1380.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/McLarenSolusGT4_5_2025HotWheelsCarCultureEUROSPEEDCaseLQ220.webp?v=1761107138,1,"",false,,,,,,,,,,,,,,,,orange,push-and-go,3-years-or-older,,,,metal,,kg,,,active
euro-speed-mclaren-solus-gt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2025HotWheelsCarCulturePremiumEuroSpeedOrangeMcLarenSolusGT4_5Car0.webp?v=1761107138,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
euro-speed-mclaren-solus-gt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/McLarenSolusGT4_5_2025HotWheelsCarCultureEUROSPEEDCaseLQ222.webp?v=1761107138,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
euro-speed-mclaren-solus-gt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/McLarenSolusGT4_5_2025HotWheelsCarCultureEUROSPEEDCaseLQ221.webp?v=1761107138,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
aston-martin-vantage-gte-euro-speed,Aston Martin Vantage GTE Euro Speed,"<p><span><strong>Precision meets performance in miniature form</strong> This Hot Wheels Premium Aston Martin Vantage GTE captures the spirit of endurance racing with sleek Euro Speed styling and authentic diecast craftsmanship</span></p>
<p><span>🏎️ Detailed 1:64 scale replica with blue finish 🛞 Real Riders wheels and metal body construction 📦 Factory-sealed box from the 2025 Car Culture series 🌏 Made in Thailand under Hot Wheels premium line 🎯 Ideal for collectors, racing fans, and Fast &amp; Furious enthusiasts</span></p>
<p><span>Whether you're building a Euro Speed lineup or showcasing iconic GT racers, this Vantage GTE is a standout addition</span></p>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 Scale Hot Wheels, Aston Martin Diecast Car, Blue Vantage GTE, Car Culture Series 2/5, Collector’s Edition Hot Wheels, Diecast Sports Car, Euro Speed Diecast, Fast & Furious Hot Wheels, Hot Wheels Aston Martin Vantage, Hot Wheels Euro Speed Series, Hot Wheels Premium 2025, Hot Wheels Thailand Release, Real Riders Vantage",true,Title,Default Title,,,,,,,,,200.0,shopify,2,deny,manual,1830.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2025HotWheelsCarCulturePremiumEuroSpeed2_5AstonMartinVantageGTECar0.webp?v=1761106886,1,"",false,,,,,,,,,,,,,,,,blue; striped; silver; green,push-and-go,3-years-or-older,,,,plastic; metal,,kg,,,active
aston-martin-vantage-gte-euro-speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheels2025CarCultureASTONMARTINVANTAGEGTEEuroSpeedFreeProtector0_1.webp?v=1761106886,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
aston-martin-vantage-gte-euro-speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheels2025CarCultureASTONMARTINVANTAGEGTEEuroSpeedFreeProtector5_1.webp?v=1761106741,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
aston-martin-vantage-gte-euro-speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheels2025CarCultureASTONMARTINVANTAGEGTEEuroSpeedFreeProtector4_1.webp?v=1761106741,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
aston-martin-vantage-gte-euro-speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheels2025CarCultureASTONMARTINVANTAGEGTEEuroSpeedFreeProtector2_1.webp?v=1761106741,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
aston-martin-vantage-gte-euro-speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheels2025CarCultureASTONMARTINVANTAGEGTEEuroSpeedFreeProtector3_1.webp?v=1761106741,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
aston-martin-vantage-gte-euro-speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheels2025CarCultureASTONMARTINVANTAGEGTEEuroSpeedFreeProtector1_1.webp?v=1761106741,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurospeed-automobili-pininfarina-battista,EuroSpeed Automobili Pininfarina Battista,"<p><span><strong>Electrifying speed meets Italian elegance</strong> This Hot Wheels Premium Automobili Pininfarina Battista is a sleek tribute to the world’s first all-electric hypercar—captured in 1:64 scale and finished in a stunning green</span></p>
<p><span>🚗 Authentic diecast body with Euro Speed detailing 🛞 Real Riders wheels and premium construction 📦 Factory-sealed box from the 2025 Car Culture series 🌍 Manufactured in Thailand under Mattel’s premium line 🎯 Ideal for collectors, supercar fans, and Hot Wheels enthusiasts</span></p>
<p><span>Whether you're curating a car culture shelf or chasing rare electric legends, this Battista is a must-have addition</span></p>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 Scale Battista, Automobili Pininfarina Toy Car, Car Culture Series 5/5, Collector’s Edition Hot Wheels, Euro Speed Diecast, Green Battista Diecast, Hot Wheels Battista, Hot Wheels Electric Supercar, Hot Wheels Premium 2025, Hot Wheels Thailand Release, Mattel Diecast Car, Pininfarina Hot Wheels, Real Riders Battista",true,Title,Default Title,,,,,,,,,200.0,shopify,2,deny,manual,1780.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2025HOTWHEELSPREMIUMAUTOMOBILIPININFARINABATTISTAEUROSPEED0.webp?v=1761106426,1,"",false,,,,,,,,,,,,,,,,green; silver,push-and-go,3-years-or-older,,,,metal; plastic,,kg,,,active
eurospeed-automobili-pininfarina-battista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2025HotWheelsPremiumCarCultureEuroSpeedAutomobiliPininfarinaBattista0.webp?v=1761106426,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurospeed-automobili-pininfarina-battista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2025HOTWHEELSPREMIUMAUTOMOBILIPININFARINABATTISTAEUROSPEED3.webp?v=1761106426,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurospeed-automobili-pininfarina-battista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2025HOTWHEELSPREMIUMAUTOMOBILIPININFARINABATTISTAEUROSPEED1.webp?v=1761106426,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurospeed-automobili-pininfarina-battista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2025HOTWHEELSPREMIUMAUTOMOBILIPININFARINABATTISTAEUROSPEED2.webp?v=1761106426,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
mitsubishi-3000gt-vr-4-green,Mitsubishi 3000GT VR-4 (Green),"<p><span><strong>Sleek. Rare. Boulevard-ready</strong> This Hot Wheels Premium Mitsubishi 3000GT is a tribute to JDM excellence, wrapped in a rich green finish and crafted for collectors who crave precision and style</span></p>
<p><span>🚗 Authentic 1:64 scale diecast with premium detailing 🛞 Real Riders wheels and metal body construction 📦 Factory-sealed box with Limited &amp; Special Edition status 🌏 Manufactured in Malaysia for the 2024 Boulevard Series 🎯 Perfect for collectors, JDM fans, and Hot Wheels enthusiasts</span></p>
<p><span>Whether you're curating a car culture shelf or chasing rare finds, this 3000GT is a must-have addition</span></p>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 Scale Diecast Car, Boulevard Series 98, Boulevard Series Diecast, Collector’s Edition Hot Wheels, Green 3000GT Hot Wheels, Hot Wheels Car Culture, Hot Wheels Malaysia Release, Hot Wheels Mitsubishi 3000GT, Hot Wheels Premium 2024, Hot Wheels Real Riders, JDM Diecast Car, Limited Edition Hot Wheels, Mitsubishi Diecast Toy",true,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,1330.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsMitsubishi3000GTVR-4_98-2024HotWheelsBoulevardA0.webp?v=1761106133,1,"",false,,,,,,,,,,,,,,,,gold; green,push-and-go,3-years-or-older,,,,metal,,kg,,,active
mitsubishi-3000gt-vr-4-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/558067442_122140890008851895_8432158444112858937_n.jpg?v=1761106133,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
land-rover-defender-110-black,Land Rover Defender 110 Black,"<p><span><strong> Rugged. Refined. Ready for action</strong> This Hot Wheels Premium Land Rover Defender 110 brings the iconic off-road beast to your diecast collection. Finished in stealth black and inspired by the Fast &amp; Furious franchise, it’s built for fans who crave detail and durability</span></p>
<p><span>🚙 Military-themed Defender with authentic diecast body 🎬 Part of the Fast &amp; Furious Premium Series (2025 release) 🛞 Real Riders wheels for premium realism 📦 Factory-sealed in unopened box 🎯 Ideal for collectors, display setups, or franchise enthusiasts</span></p>
<p> </p>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 Scale Defender, Black Land Rover Toy Car, Collector's Edition Hot Wheels, Diecast Car for Boys & Girls, Diecast SUV Model, Fast & Furious Diecast, Fast & Furious Series 4/5, Hot Wheels Defender 110, Hot Wheels Off-Road Series, Hot Wheels Premium 2025, Hot Wheels Real Riders, Land Rover Defender Tokyo Drift, Land Rover Hot Wheels, Military Theme Diecast",true,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,1080.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/LandRoverDefender110_Fast_Furious_Black1_64HotWheels-showoriginaltitleOriginalTextLandRoverDefender110_Fast_Furious_schwarz1_64HotWheelsshoworiginaltitleOriginalTextLandRoverDefender1.webp?v=1761105764,1,"",false,,,,,,,,,,,,,,,,black,push-and-go,3-years-or-older,,,,metal; plastic,,kg,,,active
land-rover-defender-110-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/557039965_122140888394851895_8397669758509827272_n.jpg?v=1761105764,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-dodge-viper-srt-10,2003 Dodge Viper SRT 10,"<p><span><strong>Unleash the street legend in miniature form.</strong> This Hot Wheels Premium 2003 Dodge Viper SRT10 captures the raw power and sleek design of its Fast &amp; Furious counterpart. Finished in striking red and scaled at 1:64, it's a must-have for diecast collectors and franchise fans alike.</span></p>
<ul>
<li>
<p><span>🔥 Part of the Fast &amp; Furious Premium Series (2024–2025 release)</span></p>
</li>
<li>
<p><span>🚗 Real Riders wheels &amp; diecast metal body</span></p>
</li>
<li>
<p><span>🎬 Inspired by the iconic Tokyo Drift appearance</span></p>
</li>
<li>
<p><span>📦 Brand new, unopened, and in mint condition</span></p>
</li>
<li>
<p><span>🧲 Perfect for display, gifting, or expanding your car culture collection</span></p>
</li>
</ul>
<p><span>Whether you're chasing speed or shelf appeal, this Viper delivers.</span></p>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 Scale Car, 2003 Viper Red, Collector's Edition Hot Wheels, Diecast Collectible, Diecast Muscle Car, Dodge Viper SRT10, Dodge Viper Toy Car, Fast & Furious 2024, Fast & Furious Diecast, Fast & Furious Series 2/5, Hot Wheels 2025 Release, Hot Wheels Car Culture, Hot Wheels Premium, Hot Wheels Real Riders, Red Viper Diecast, Tokyo Drift Viper",true,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,1430.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsPremiumFast_Furious2003DodgeViperSRT10RedReadDescription0.webp?v=1761105507,1,"",false,,,,,,,,,,,,,,,,red; gray; black,push-and-go,3-years-or-older,,,,plastic; metal,,kg,,,active
2003-dodge-viper-srt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsPremiumFast_Furious2003DodgeViperSRT10RedReadDescription2.webp?v=1761105507,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-dodge-viper-srt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsPremiumFast_Furious2003DodgeViperSRT10RedReadDescription10.webp?v=1761105507,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-dodge-viper-srt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsPremiumFast_Furious2003DodgeViperSRT10RedReadDescription8.webp?v=1761105507,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-dodge-viper-srt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsPremiumFast_Furious2003DodgeViperSRT10RedReadDescription6.webp?v=1761105507,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-dodge-viper-srt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsPremiumFast_Furious2003DodgeViperSRT10RedReadDescription7.webp?v=1761105507,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-dodge-viper-srt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsPremiumFast_Furious2003DodgeViperSRT10RedReadDescription1.webp?v=1761105507,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-dodge-viper-srt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/HotWheelsPremiumFast_Furious2003DodgeViperSRT10RedReadDescription3.webp?v=1761105506,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast-furious-nissan-370z,Fast & Furious Nissan 370Z,"<h3>🚗 Product Specification Table</h3>
<div>
<div>
<table>
<thead>
<tr>
<th>Attribute</th>
<th>Details</th>
</tr>
</thead>
<tbody>
<tr>
<td><strong>Condition</strong></td>
<td>New (Unopened, Undamaged)</td>
</tr>
<tr>
<td><strong>Non-Domestic Product</strong></td>
<td>No</td>
</tr>
<tr>
<td><strong>Vehicle Make</strong></td>
<td>Nissan</td>
</tr>
<tr>
<td><strong>Custom Bundle</strong></td>
<td>No</td>
</tr>
<tr>
<td><strong>Color</strong></td>
<td>Silver</td>
</tr>
<tr>
<td><strong>Vehicle Type</strong></td>
<td>Car</td>
</tr>
<tr>
<td><strong>Scale</strong></td>
<td>1:64</td>
</tr>
<tr>
<td><strong>Material</strong></td>
<td>Diecast</td>
</tr>
<tr>
<td><strong>MPN</strong></td>
<td>JBL91</td>
</tr>
<tr>
<td><strong>Year of Manufacture</strong></td>
<td>2024</td>
</tr>
<tr>
<td><strong>Modified Item</strong></td>
<td>No</td>
</tr>
<tr>
<td><strong>Brand</strong></td>
<td>Hot Wheels</td>
</tr>
<tr>
<td><strong>Series</strong></td>
<td>Fast &amp; Furious</td>
</tr>
<tr>
<td><strong>Model</strong></td>
<td>Nissan 370Z</td>
</tr>
<tr>
<td><strong>Theme</strong></td>
<td>The Fast and Furious</td>
</tr>
<tr>
<td><strong>Features</strong></td>
<td>Metal Base</td>
</tr>
<tr>
<td><strong>Country of Manufacture</strong></td>
<td>Thailand</td>
</tr>
<tr>
<td><strong>Character Family</strong></td>
<td>Fast and Furious</td>
</tr>
</tbody>
</table>
</div>
</div>",Hot Wheels,Toys & Games > Toys > Play Vehicles > Toy Cars,"","1:64 scale collectible, 2024 Hot Wheels release, Fast & Furious diecast car, Fast and Furious toy car, Hot Wheels, Hot Wheels Nissan 370Z, JBL91 model, metal base Hot Wheels, Nissan diecast model, silver Hot Wheels car, Thailand diecast toy",true,Title,Default Title,,,,,,,,,200.0,shopify,2,deny,manual,1430.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/558853024_122140886858851895_6633759250277128636_n.jpg?v=1760785295,1,Hot Wheels Fast & Furious toy car packaging held by a hand with more packages in the background.,false,,,,,,,,,,,,,,,,silver,push-and-go,3-years-or-older,,,,plastic; metal,,kg,,,active
fast-furious-nissan-370z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/Hot_Wheels_Premium_2024_Fast_Furious_Nissan_370Z_1_64_Diecast_Model_Car0.webp?v=1760785654,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast-furious-nissan-370z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/2024_Hot_Wheels_Premium_Nissan_370Z_3_Silver_-_Fast_Furious_JDM0.webp?v=1760785655,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazing-yamaguchi-batman-revoltech,Amazing Yamaguchi Batman Revoltech,"<p><span>The Amazing Yamaguchi Revoltech NO.009 Original Batman Action Figure is a highly detailed and collectible toy featuring the iconic character Batman from the Batman franchise. Made of PVC material and standing at 16cm tall, this multicolored action figure comes in a boxed packaging. With a theme inspired by the Batman TV show, this original licensed reproduction is a must-have for fans of the Batman series.</span></p>
<h3>🧩 Product Specification Table</h3>
<div>
<div>
<table>
<thead>
<tr>
<th>Attribute</th>
<th>Details</th>
</tr>
</thead>
<tbody>
<tr>
<td><strong>Condition</strong></td>
<td>New (Unopened, Undamaged)</td>
</tr>
<tr>
<td><strong>Items Included</strong></td>
<td>1 Set – Batman Figure</td>
</tr>
<tr>
<td><strong>Year Manufactured</strong></td>
<td>2024</td>
</tr>
<tr>
<td><strong>MPN</strong></td>
<td>Does not apply</td>
</tr>
<tr>
<td><strong>TV Show</strong></td>
<td>Batman</td>
</tr>
<tr>
<td><strong>Vintage</strong></td>
<td>No</td>
</tr>
<tr>
<td><strong>Personalize</strong></td>
<td>No</td>
</tr>
<tr>
<td><strong>Sport</strong></td>
<td>Boxing</td>
</tr>
<tr>
<td><strong>Original/Reproduction</strong></td>
<td>Original</td>
</tr>
<tr>
<td><strong>Item Height</strong></td>
<td>16 cm</td>
</tr>
<tr>
<td><strong>Features</strong></td>
<td>Boxed</td>
</tr>
<tr>
<td><strong>Featured Person/Artist</strong></td>
<td>Venom</td>
</tr>
<tr>
<td><strong>Movie</strong></td>
<td>Batman</td>
</tr>
<tr>
<td><strong>Character</strong></td>
<td>Batman</td>
</tr>
<tr>
<td><strong>Signed</strong></td>
<td>No</td>
</tr>
<tr>
<td><strong>Color</strong></td>
<td>Multicolor</td>
</tr>
<tr>
<td><strong>Material</strong></td>
<td>PVC</td>
</tr>
<tr>
<td><strong>Age Level</strong></td>
<td>3–4 Years</td>
</tr>
<tr>
<td><strong>Animal Species</strong></td>
<td>Spider</td>
</tr>
<tr>
<td><strong>Franchise</strong></td>
<td>Batman</td>
</tr>
<tr>
<td><strong>Brand</strong></td>
<td>Unbranded</td>
</tr>
<tr>
<td><strong>Series</strong></td>
<td>Batman</td>
</tr>
<tr>
<td><strong>Type</strong></td>
<td>Action Figure</td>
</tr>
<tr>
<td><strong>Model</strong></td>
<td>Batman</td>
</tr>
<tr>
<td><strong>Theme</strong></td>
<td>TV</td>
</tr>
<tr>
<td><strong>Time Period</strong></td>
<td>2020–Now</td>
</tr>
<tr>
<td><strong>Country of Manufacture</strong></td>
<td>China</td>
</tr>
<tr>
<td><strong>UPC</strong></td>
<td>Does not apply</td>
</tr>
</tbody>
</table>
</div>
</div>",Revoltech,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures","","16cm Batman figure, 2024 Batman model, Amazing Yamaguchi Batman, Batman action figure, boxed superhero figure, multicolor Batman toy, PVC collectible toy, TV show Batman merchandise, unbranded Batman toy, Venom crossover figure",true,Title,Default Title,,,,,,,,,600.0,shopify,3,deny,manual,3650.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0949/7221/5612/files/558446506_122141918912851895_9153527121830360681_n.png?v=1760784591,1,"",false,,,,,,,,,,,,,,,,striped; black; orange,,3-5-years; 3-years-or-older,,,,plastic,,kg,,,active
amazing-yamaguchi-batman-revoltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/558446506_122141918912851895_9153527121830360681_n.jpg?v=1760784439,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazing-yamaguchi-batman-revoltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/559141276_122141918822851895_8097131897429306458_n.jpg?v=1760784439,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazing-yamaguchi-batman-revoltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/558522470_122141918780851895_652800702206073266_n.jpg?v=1760784439,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazing-yamaguchi-batman-revoltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0949/7221/5612/files/558873392_122141918732851895_5363497477816762314_n.jpg?v=1760784439,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
